contrato;objeto;portal_de_compras;data_assinatura;inicio_execucao;termino_execucao;situacao;empresa_principal;cnpj;orgao_entidade_contratante;setor;modalidade_de_licitacao;regime_de_execucao;classificacao;natureza_do_contrato;obras_do_contrato;municipios;dias_originais;dias_aditados;dias_paralisados;dias_atuais;valor_inicial_do_contrato;valor_em_aditivos;valor_total_do_contrato;valor_medido_precos_iniciais;valor_medido_reajuste;total_medido;saldo_contratual;percentual_de_execucao_do_contrato
DE-004/2023;EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DA OBRA DO HOSPITAL REGIONAL DE SETE LAGOAS;132004300323;2023-01-12;2023-03-01 00:00:00;2026-02-12 00:00:00;Andamento;CONSÓRCIO GUIMARÃES HRSL;49049680000127,0;SECRETARIA DE ESTADO DE SAÚDE;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;RDC;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Construção; Obra 1 - CONCLUSÃO DA OBRA DO HOSPITAL REGIONAL DE SETE LAGOAS - Elaboração de Projetos, Obra 2 - CONCLUSÃO DA OBRA DO HOSPITAL REGIONAL DE SETE LAGOAS - Execução da Obra; Obra 1 - Sete Lagoas, Obra 2 - Sete Lagoas;1080,0;0,0;0,0;1080,0;88829717,17;0,0;88829717,17;63849595,48;10168958,13;74018553,61;24980121,69;0,718786432222972
DE-005/2022;EXECUÇÃO DAS OBRAS DE REFORMA E ADEQUAÇÃO DO ABRIGO DE RESÍDUOS SÓLIDOS DO HOSPITAL JOÃO XXIII-LOTE 1.;050010200221;2022-03-10;2022-05-02 00:00:00;2022-11-08 00:00:00;Execução concluída;ALMEIDA TOSCANO CONSTRUCOES E REFORMAS LTDA;1214310000171,0;FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - EXECUÇÃO DAS OBRAS DE REFORMA E ADEQUAÇÃO DO ABRIGO DE RESÍDUOS SÓLIDOS DO HOSPITAL JOÃO XXIII; Obra 1 - Belo Horizonte;90,0;60,0;41,0;191,0;95968,19;41906,94;137875,13;123494,42;14226,54;137720,96;14380,71;0,895697577946073
DE-006/2021;EXECUÇÃO DO MURO DE ARRIMO, ESTABILIZAÇÃO E DRENAGEM DE TALUDE DA ESCOLA ESTADUAL JOÃO COTTA DE FIGUEIREDO BARCELOS, NO ;1261999 5/20;2021-02-24;2021-03-08 00:00:00;2021-12-26 00:00:00;Execução concluída;ARE ENGENHARIA LTDA;4067367000183,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - Execução do Muro de Arrimo, Estabilização e Drenagem de Talude da Escola Estadual João Cotta de Figueiredo Barcelos, em Timóteo.; Obra 1 - Timóteo;180,0;60,0;54,0;294,0;952690,0;48702,39;1001392,39;936601,78;139647,29;1076249,07;64790,61;0,935299478359327
DE-006/2022; REFORMA DO PRÉDIO DA ADMINISTRAÇÃO FAZENDÁRIA DA SECRETARIA DE ESTADO DE FAZENDA (AF/SEF), EM SANTA LUZIA;119400100421;2022-03-10;2022-04-13 00:00:00;2023-07-01 00:00:00;Execução concluída;ALMEIDA TOSCANO CONSTRUCOES E REFORMAS LTDA;1214310000171,0;SECRETARIA DE ESTADO DE FAZENDA;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - REFORMA DO PRÉDIO DA ADMINISTRAÇÃO FAZENDÁRIA DA SECRETARIA DE ESTADO DE FAZENDA (AF/SEF); Obra 1 - Santa Luzia;210,0;60,0;175,0;445,0;1064092,17;-3116,89;1060975,28;656955,11;89446,3;746401,41;404020,17;0,61919926164538
DE-007/2022;RECUPERAÇÃO ESTRUTURAL DO TALUDE EM CONCRETO E REFORMA DA QUADRA POLIESPORTIVA DA ESCOLA ESTADUAL ZEZÉ LIMA, EM ITAÚNA;126199901621;2022-03-23;2022-05-02 00:00:00;2022-12-27 00:00:00;Execução concluída;ALMEIDA TOSCANO CONSTRUCOES E REFORMAS LTDA;1214310000171,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - RECUPERAÇÃO ESTRUTURAL DO TALUDE EM CONCRETO E REFORMA DA QUADRA POLIESPORTIVA DA ESCOLA ESTADUAL ZEZÉ LIMA, NO MUNICÍPIO DE ITAÚNA; Obra 1 - Itaúna;240,0;0,0;0,0;240,0;659974,65;-3924,46;656050,19;549489,38;52068,08;601557,46;106560,81;0,837572168068422
DE-007/2023;ELAB.PROJ.EXECUT.ARQUIT.COMPLEM.REFORMA DE EDIFICAÇÃO E IMPLANT.DA CASA DA GESTANTE DA FHEMIG EM PATOS DE MIINAS;Não Disponível;2023-02-17;2023-04-10 00:00:00;2026-01-29 00:00:00;Extinto;ZTRIX ENGENHARIA LTDA;7686304000101,0;FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES PARA REFORMA DE EDIFICAÇÃO E IMPLANTAÇÃO DA CASA DA GESTANTE, BEBÊ E PUÉRPERA (CGBP); Obra 1 - Patos de Minas;240,0;510,0;276,0;1026,0;105416,7;19510,0;124926,7;73121,7;5458,17;78579,87;51805,0;0,585316829788988
DE-008/2023;ELABORAÇÃO DE PROJETOS EXECUTIVOS PARA REFORMA E RESTAURAÇÃO DA EDIFICAÇÃO DA ESCOLA ESTADUAL SANDOVAL DE AZEVEDO EM BH;126199901722;2023-02-15;2023-06-01 00:00:00;2026-04-23 00:00:00;Paralisado;L&M SERVIÇOS LTDA;25175320000103,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS PARA REFORMA E RESTAURAÇÃO DA EDIFICAÇÃO DA ESCOLA ESTADUAL SANDOVAL DE AZEVEDO EM BELO HORIZONTE; Obra 1 - Belo Horizonte;270,0;330,0;458,0;1058,0;200125,82;48840,69;248966,51;185124,16;16189,44;201313,6;63842,35;0,743570530831637
DE-009/2021;CONSTRUÇÃO DA CADEIA PÚBLICA MASCULINA - 388 VAGAS NO MUNICÍPIO DE FRUTAL / MG;145160601/20;2021-05-18;2022-03-14 00:00:00;2025-03-31 00:00:00;Execução concluída;ARE ENGENHARIA LTDA;4067367000183,0;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Construção; Obra 1 - CONSTRUÇÃO DA CADEIA PÚBLICA MASCULINA - 388 VAGAS NO MUNICÍPIO DE FRUTAL / MG; Obra 1 - Frutal;540,0;574,0;0,0;1114,0;21498002,95;4589657,26;26087660,21;25991119,72;8687978,03;34679097,75;96540,49;0,996299381039815
DE-009/2022;ELABORAÇÃO DE PROJETOS EXECUTIVOS PARA REFORMA E RESTAURAÇÃO DO PRÉDIO DA ESCOLA ESTADUAL PROFESSOR ANTÔNIO DIAS MACIEL,;126199901821;2022-03-17;2022-04-11 00:00:00;2024-01-01 00:00:00;Execução concluída;GRUPO ARQUITETOS E URBANISTAS LTDA.;9492173000149,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS PARA REFORMA E RESTAURAÇÃO DO PRÉDIO DA ESCOLA ESTADUAL PROFESSOR ANTÔNIO DIAS MACIEL; Obra 1 - Patos de Minas;240,0;240,0;151,0;631,0;216650,25;9799,84;226450,09;225912,44;10490,58;236403,02;537,65;0,997625746141236
DE-009/2023;REFORMA DO IMÓVEL LOCALIZADO NA ÁREA DA 17ª UNIDADE REGIONAL - PONTE NOVA DO DER-MG, PARA USO PELO IPSEMG E SEF.;201129100522;2023-03-03;2023-03-14 00:00:00;2024-08-17 00:00:00;Execução concluída;CONSTRUTORA COUTO ALMEIDA LTDA - EPP;18327016000179,0;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - REFORMA DO IMOVEL LOCALIZADO NA ÁREA DA 17ª UNIDADE REGIONAL - PONTENOVA DO DER-MG; Obra 1 - Ponte Nova;180,0;172,0;171,0;523,0;328828,51;154995,25;483823,76;465001,74;15039,55;480041,29;18822,02;0,961097363221682
DE-010/2021;EXECUÇÃO DA OBRA DE REFORMA DO BLOCO CIRÚRGICO DO HOSPITAL JÚLIA KUBITSCHEK, LOCALIZADO NO MUNICÍPIO DE BELO HORIZONTE, ;500102000121;2021-05-25;2021-06-17 00:00:00;2022-12-31 00:00:00;Execução concluída;BRASCOEMP BRASIL CONSTRUÇÕES E EMPREENDIMENTOS LTDA;2997091000107,0;FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - Execução da Obra de Reforma do Bloco Cirúrgico do Hospital Júlia Kubitschek, localizado no município de Belo Horizonte, Unidade Integrante da Fundação; Obra 1 - Belo Horizonte;240,0;180,0;143,0;563,0;2715679,23;1149238,24;3864917,47;3834910,64;650088,45;4484999,09;30006,83;0,992236100710321
DE-011/2021; APOIO TÉCNICO À SUPERVISÃO DA EXECUÇÃO DAS OBRAS DE ESTABILIZAÇÃO E CONTENÇÃO DE ENCOSTA, NO MUNICÍPIO DE CATAGUASES;13010171021;2021-06-18;2021-08-11 00:00:00;2022-12-15 00:00:00;Encerrado;PORTO ASSUNÇÃO ENGENHARIA LTDA.;6045864000106,0;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Consultoria;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - APOIO TÉCNICO À SUPERVISÃO DA EXECUÇÃO DAS OBRAS DE ESTABILIZAÇÃO E CONTENÇÃO DE ENCOSTAS E DESLIZAMENTO EM ÁREAS URBANAS  - PAC ENCOSTAS CATAGUASES; Obra 1 - Cataguases;180,0;0,0;312,0;492,0;517500,0;0,0;517500,0;118480,0;3279,04;121759,04;399020,0;0,228946859903382
DE-011/2022;CONSTRUÇÃO DO HEMONÚCLEO DE PONTE NOVA - HEMOMINAS;2320312 4/21;2022-03-29;2022-12-07 00:00:00;2026-05-10 00:00:00;Andamento;CONSTRUTORA ITAMARACA LTDA;30018048000198,0;HEMOMINAS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Construção; Obra 1 - CONSTRUÇÃO DO HEMONÚCLEO DE PONTE NOVA; Obra 1 - Ponte Nova;365,0;495,0;391,0;1251,0;8276613,62;2069128,32;10345741,94;8785035,64;3530854,0;12315889,64;1560706,3;0,849145058029545
DE-012/2021;EXECUÇÃO DA OBRA REFORMA PARA IMPLANTAÇÃO DO LABORATÓRIO DE MEDICAMENTOS ESTÉREIS (LME) DO HOSPITAL DA POLÍCIA MILITAR;1259214 1/21;2021-06-25;2021-07-02 00:00:00;2022-08-04 00:00:00;Execução concluída;M BORGES ENGENHARIA LTDA;65364226000117,0;POLÍCIA MILITAR DE MINAS GERAIS ;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - EXECUÇÃO DA OBRA DE REFORMA PARA IMPLANTAÇÃO DO LABORATÓRIO DE MEDICAMENTOS ESTÉREIS (LME) DO HOSPITAL DA POLÍCIA MILITAR DE MINAS GERAIS (HPM/PMMG), ; Obra 1 - Belo Horizonte;210,0;0,0;189,0;399,0;575594,52;43161,99;618756,51;614967,65;8074,28;623041,93;3788,86;0,993876654324009
DE-012/2022;EXECUÇÃO DO REMANESCENTE DAS OBRAS DE INFRAESTRUTURA PARA A CONCLUSÃO DAS BACIAS DO CORREGO RIACHO DAS PEDRAS;1301017 33/21;2022-04-19;2022-05-10 00:00:00;2026-05-12 00:00:00;Paralisado;CONSÓRCIO DEER BACIAS CONTAGEM MG;45865058000136,0;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;DIRETORIA DE INFRAESTRUTURA E EQUIPAMENTOS PÚBLICOS;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 -  REMANESCENTE DAS OBRAS DE INFRAESTRUTURA PARA A CONCLUSÃO DA BACIA B2 E DA GALERIA DE MACRODRENAGEN DA RUA RIO VOLGA, E IMPLANTAÇÃO DA BACIA B5 E DAS; Obra 1 - Contagem;730,0;634,0;100,0;1464,0;59717707,28;359014,16;60076721,44;49471584,54;10552859,12;60024443,66;10605136,9;0,823473441196494
DE-012/2023;EXECUÇÃO DAS OBRAS DE REFORMA E RESTAURAÇÃO DO PRÉDIO DA EE.JOÃO DOS SANTOSS EM SÃO JOÃO DEL REII;126199901022;2023-03-20;2023-04-24 00:00:00;2025-09-08 00:00:00;Extinto;HB ENGENHARIA CONSTRUÇÃO E INCORPORAÇAÕ LTDA - EPP;1361149000169,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - REFORMA E RESTAURAÇÃO DO PRÉDIO DA ESCOLA ESTADUAL JOÃO DOS SANTOS EM SÃO JOÃO DEL REI; Obra 1 - São João Del Rei;540,0;180,0;149,0;869,0;8686187,88;-4132,45;8682055,43;3063042,42;269293,79;3332336,21;5619013,01;0,35280152778292
DE-013/2021;REFORMA E RESTAURAÇÃO DO PRÉDIO DA ADMINISTRAÇÃO FAZENDÁRIA DA SECRETARIA DE ESTADO DE FAZENDA (SEF) EM MURIAÉ / MG;1194001 1/21;2021-07-08;2021-11-08 00:00:00;2023-07-05 00:00:00;Execução concluída;CATALUNHA ENGENHARIA LTDA;8056526000103,0;SECRETARIA DE ESTADO DE FAZENDA;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - REFORMA E RESTAURAÇÃO DO PRÉDIO DA ADMINISTRAÇÃO FAZENDÁRIA; Obra 1 - Muriaé;120,0;360,0;125,0;605,0;597812,22;298686,24;896498,46;844595,74;155747,98;1000343,72;51902,72;0,942105065077301
DE-013/2022;ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES PARA REFORMA DA UNIDADE DE COLETA DE POÇOS DE CALDAS;232031200122;2022-04-19;2022-05-10 00:00:00;2024-06-19 00:00:00;Execução concluída;DOMINIO ENGENHARIA ARQUITETURA E CONSTRUCAO CIVIL LTDA.;35776117000146,0;HEMOMINAS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES PARA REFORMA DA UNIDADE DE COLETA E TRANSFUSÃO, INTEGRANTE DA HEMOMINAS; Obra 1 - Poços de Caldas;240,0;210,0;322,0;772,0;211276,62;22129,4;233406,02;225127,86;12373,49;237501,35;8278,16;0,96453321983726
DE-013/2023;CONCLUSÃO DA OBRA DE CONSTRUÇÃO DO BLOCO 07 ¿ AUDITÓRIO - DA SEDE DA FAPEMIG EM BELO HORIZONTE;207115100123;2023-03-24;2023-04-17 00:00:00;2024-04-30 00:00:00;Execução concluída;M BORGES ENGENHARIA LTDA;65364226000117,0;FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS ;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - CONSTRUÇÃO DO BLOCO 7 DO AUDITÓRIO DA SEDE DA FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS-FAPEMIG; Obra 1 - Belo Horizonte;300,0;80,0;0,0;380,0;6350054,17;1086873,38;7436927,55;7141848,62;275348,61;7417197,23;295078,93;0,960322468113865
DE-014/2021 ;APOIO TÉCNICO À DE/DER NA SUPERVISÃO DE PROJETOS E OBRAS DA EDUCAÇÃO.;126199910/21;2021-07-14;2021-08-02 00:00:00;2023-07-31 00:00:00;Execução concluída;SYSTRA ENGENHARIA E  CONSULTORIA LTDA ;52635422000307,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;PREGÃO ELETRÔNICO;EMPREITADA POR PREÇO UNITÁRIO;Consultoria;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO À DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA (DE) DO DEPARTAMENTO DE EDIFICAÇÕES E ESTRADAS DE RODAGEM ; Obra 1 - Minas Gerais;540,0;189,0;0,0;729,0;3244989,96;811136,87;4056126,83;3520957,31;230367,84;3751325,15;535169,52;0,868058977830336
DE-014/2021CANCELADO;PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL À DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA (DE), PARA ATENDIMENTO À OBRAS DA EDUCAÇÃO.;Não Disponível;2021-07-14;2021-07-14 00:00:00;2023-01-04 00:00:00;Encerrado;SYSTRA ENGENHARIA E  CONSULTORIA LTDA ;52635422000307,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;PREGÃO ELETRÔNICO;EMPREITADA POR PREÇO UNITÁRIO;Consultoria;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras;;;540,0;0,0;0,0;540,0;3244990,0;0,0;3244990,0;0,0;0,0;0,0;3244990,0;0,0
DE-014/2022;ELABORAÇÃO DE PROJETOS EXECUTIVOS P/REGULARIZAÇÃO PSCIP DOS PRÉDIOS UEMG ABAETÉ - LOTE 01;235195000122;2022-04-19;2022-05-10 00:00:00;2023-12-08 00:00:00;Execução concluída;DOMINIO ENGENHARIA ARQUITETURA E CONSTRUCAO CIVIL LTDA.;35776117000146,0;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS PARA REGULARIZAÇÃO DO PROCESSO DE SEGURANÇA CONTRA INCÊNDIO E PÂNICO (PSCIP) E ACESSIBILIDADE UEMG ABAETÉ; Obra 1 - Abaeté;180,0;120,0;278,0;578,0;44900,47;11136,33;56036,8;55628,54;5148,25;60776,79;408,26;0,992714430517089
DE-014/2023;EXECUÇÃO DA OBRA DE CONTENÇÃO EESTABILIZAÇÃO DE TALUDE PRÓXIMO AO PRÉDIO DO MUSEU DE ZOOLOGIA, UEMG CARAGONLA;235195000123;2023-03-29;2023-06-05 00:00:00;2024-12-05 00:00:00;Execução concluída;TCM CONSTRUTORA LTDA - ME;9436760000110,0;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - EXECUÇÃO CONTENÇÃO E ESTABILIZAÇÃO TALUDE PRÓXIMO AO MUSEU ZOOLOGIA INTEGRANTE COMPLEXO UEMG - CARANGOLA; Obra 1 - Carangola;240,0;310,0;0,0;550,0;1058995,0;224585,71;1283580,71;1238289,6;123029,04;1361318,64;45291,11;0,964715027541977
DE-015/2022;ELABORAÇÃO DE PROJETOS EXECUTIVOS P/REGULARIZAÇÃO PSCIP DOS PRÉDIOS UEMG CLÁUDIO - LOTE 02;235195000122;2022-04-19;2022-05-10 00:00:00;2023-12-11 00:00:00;Execução concluída;DOMINIO ENGENHARIA ARQUITETURA E CONSTRUCAO CIVIL LTDA.;35776117000146,0;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS PARA REGULARIZAÇÃO DO PROCESSO DE SEGURANÇA CONTRA INCÊNDIO E PÂNICO (PSCIP) E ACESSIBILIDADE - UEMG CLÁUDIO; Obra 1 - Cláudio;180,0;120,0;281,0;581,0;49889,48;9840,48;59729,96;59389,76;5340,67;64730,43;340,2;0,994304365849232
DE-016/2022;ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES NO HOSPITAL JOÃO XXIII, FHEMIG;050010200222;2022-06-02;2022-07-01 00:00:00;2023-06-04 00:00:00;Extinto;DOMINIO ENGENHARIA ARQUITETURA E CONSTRUCAO CIVIL LTDA.;35776117000146,0;FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;TOMADA DE PREÇOS;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES DO HOSPITAL JOÃO XXIII (HJXXIII); Obra 1 - Belo Horizonte;180,0;0,0;159,0;339,0;107498,4;0,0;107498,4;1269,12;0,0;1269,12;106229,28;0,0118059431582238
DE-016/2023;CONCLUSÃO DA OBRA DE CONSTRUÇÃO DA CADEIA PÚBLICA MASCULINA DE UBÁ.;130101722/22;2023-05-10;2023-05-22 00:00:00;2024-03-01 00:00:00;Execução concluída;TCM CONSTRUTORA LTDA - ME;9436760000110,0;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Construção e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - CONCLUSÃO DA OBRA DE CONSTRUÇÃO DA CADEIA PÚBLICA MASCULINA DE UBÁ; Obra 1 - Ubá;240,0;0,0;45,0;285,0;2315550,01;32622,28;2348172,29;2335418,09;167682,91;2503101,0;12754,2;0,994568456473865
DE-017/2021;REFORMA E ADAPTAÇÃO PARA IMPLANTAÇÃO DO BANCO PILOTO DE PELE NO CETEBIO ¿ CENTRO DE TECIDOS BIOLÓGICOS, UNIDADE DA FUNDA;2320312 1/21;2021-07-14;2021-09-02 00:00:00;2023-02-28 00:00:00;Execução concluída;M BORGES ENGENHARIA LTDA;65364226000117,0;HEMOMINAS;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Ampliação e Reforma;Obra Edificação - Reforma e/ou Ampliação; Obra 1 - REFORMA E ADAPTAÇÃO PARA IMPLANTAÇÃO DO BANCO PILOTO DE PELE NO CETEBIO ¿ CENTRO DE TECIDOS BIOLÓGICOS, UNIDADE DA FUNDAÇÃO CENTRO DE HEMATOLOGIA E HE; Obra 1 - Lagoa Santa;240,0;120,0;185,0;545,0;1067835,81;-3145,83;1064689,98;1012316,58;135616,41;1147932,99;52373,4;0,950808779096428
DE-017/2022;ADEQUAÇÃO DOS PROJETOS PADRÃO DE PRÉDIOS ESCOLARES DEOP-MG/DER-MG E ELABORAÇÃO DE PROJETOS EXECUTIVOS COMPLEMENTARES COM USO BIM;126199901921;2022-06-07;2022-08-16 00:00:00;2025-08-03 00:00:00;Execução concluída;CONSÓRCIO EFICÁCIA GRUPO 2022;46421445000146,0;SECRETARIA DE ESTADO DE EDUCAÇÃO;DIRETORIA DE OBRAS DE EDIFICAÇÕES E INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Projetos Executivos;Obra Edificação - Consultoria , Fiscalização e Projeto de Obras; Obra 1 - ADEQUAÇÃO DOS PROJETOS PADRÃO DE PRÉDIOS ESCOLARES DEOP-MG/DER-MG, PROJETOS EXECUTIVOS COMPLEMENTARES, PRÉDIOS ESCOLARES, COM USO DA METODOLOGIA BIM ; Obra 1 - Minas Gerais;730,0;150,0;204,0;1084,0;2156923,07;-36,67;2156886,4;2156886,4;312274,15;2469160,55;0,0;1,0
